,poets,count,percentage,birth_year,death_year,period
1035,柳郴,2,0.004656685836690028,-1,-1,唐
1036,崔信明,2,0.004656685836690028,-1,-1,唐
1037,苗发,2,0.004656685836690028,-1,-1,唐
1038,张锡,2,0.004656685836690028,-1,-1,唐
1039,富春沙际鬼,2,0.004656685836690028,-1,-1,唐
1040,解琬,2,0.004656685836690028,-1,718,盛唐
1041,萧嵩,2,0.004656685836690028,-1,749,盛唐
1042,陆坚,2,0.004656685836690028,-1,-1,唐
1043,黎逢,2,0.004656685836690028,-1,-1,唐
1044,周存,2,0.004656685836690028,-1,-1,唐
1045,周渭,2,0.004656685836690028,740,805,中唐
1046,张少博,2,0.004656685836690028,-1,-1,唐
1047,阎济美,2,0.004656685836690028,-1,-1,唐
1048,张佐,2,0.004656685836690028,-1,-1,唐
1049,李適之,2,0.004656685836690028,-1,-1,唐
1050,郑繇,2,0.004656685836690028,-1,-1,唐
1051,庞德公,2,0.004656685836690028,-1,-1,唐
1052,苏晋,2,0.004656685836690028,676,734,初唐
1053,王光庭,2,0.004656685836690028,-1,-1,唐
1054,唐晅,2,0.004656685836690028,-1,-1,唐
1055,王武陵,2,0.004656685836690028,-1,-1,唐
1056,张建封,2,0.004656685836690028,735,800,中唐
1057,马周,2,0.004656685836690028,601,648,初唐
1058,裴耀卿,2,0.004656685836690028,681,743,初唐
1059,张文恭,2,0.004656685836690028,-1,-1,唐
1060,宋鼎,2,0.004656685836690028,-1,-1,唐
1061,路半千,2,0.004656685836690028,-1,-1,唐
1062,卫象,2,0.004656685836690028,-1,-1,唐
1063,张松龄,2,0.004656685836690028,-1,-1,唐
1064,张叔卿,2,0.004656685836690028,-1,-1,唐
1065,郑概,2,0.004656685836690028,-1,-1,唐
1066,温会,2,0.004656685836690028,-1,-1,唐
1067,姚向,2,0.004656685836690028,-1,-1,唐
1068,武少仪,2,0.004656685836690028,-1,-1,唐
1069,方壶居士,2,0.004656685836690028,-1,-1,唐
1070,许康佐,2,0.004656685836690028,-1,-1,唐
1071,张嗣初,2,0.004656685836690028,-1,-1,唐
1072,崔枢,2,0.004656685836690028,-1,-1,唐
1073,彭伉,2,0.004656685836690028,-1,-1,唐
1074,刘道昌,2,0.004656685836690028,-1,-1,唐
1075,张正元,2,0.004656685836690028,-1,-1,唐
1076,颜粲,2,0.004656685836690028,-1,-1,唐
1077,李太玄,2,0.004656685836690028,-1,-1,唐
1078,王良士,2,0.004656685836690028,-1,-1,唐
1079,萧祜,2,0.004656685836690028,-1,-1,唐
1080,李愿,2,0.004656685836690028,-1,762,盛唐
1081,罗让,2,0.004656685836690028,-1,-1,唐
1082,李幼卿,2,0.004656685836690028,-1,-1,唐
1083,郑审,2,0.004656685836690028,-1,-1,唐
1084,刘长川,2,0.004656685836690028,-1,-1,唐
1085,虎丘石壁鬼,2,0.004656685836690028,-1,-1,唐
1086,刘蕃,2,0.004656685836690028,-1,-1,唐
1087,樊珣,2,0.004656685836690028,-1,-1,唐
1088,范灯,2,0.004656685836690028,-1,-1,唐
1089,魏元忠,2,0.004656685836690028,-1,707,初唐
1090,杨廉,2,0.004656685836690028,-1,-1,唐
1091,郑丹,2,0.004656685836690028,-1,-1,唐
1092,姚伦,2,0.004656685836690028,-1,-1,唐
1093,紫微孙处士,2,0.004656685836690028,-1,-1,唐
1094,庄翱,2,0.004656685836690028,-1,-1,唐
1095,王纬,2,0.004656685836690028,-1,-1,唐
1096,崔何,2,0.004656685836690028,-1,-1,唐
1097,袁傪,2,0.004656685836690028,-1,-1,唐
1098,杨思玄,2,0.004656685836690028,-1,-1,唐
1099,赵谦光,2,0.004656685836690028,-1,-1,唐
1100,薛令之,2,0.004656685836690028,-1,-1,唐
1101,徐浩,2,0.004656685836690028,703,782,盛唐
1102,李栖筠,2,0.004656685836690028,719,776,盛唐
1103,苑咸,2,0.004656685836690028,-1,-1,唐
1104,杜易简,2,0.004656685836690028,-1,-1,唐
1105,范朝,2,0.004656685836690028,-1,-1,唐
1106,王邕,2,0.004656685836690028,-1,-1,唐
1107,陈季,2,0.004656685836690028,-1,-1,唐
1108,张巡,2,0.004656685836690028,708,757,盛唐
1109,裴略,2,0.004656685836690028,-1,-1,唐
1110,韦丹,2,0.004656685836690028,-1,-1,唐
1111,芮挺章,2,0.004656685836690028,-1,-1,唐
1112,萧昕,2,0.004656685836690028,702,791,盛唐
1113,张保胤,2,0.004656685836690028,-1,-1,唐
1114,杨谏,2,0.004656685836690028,-1,-1,唐
1115,豆卢复,2,0.004656685836690028,-1,-1,唐
1116,屈同仙,2,0.004656685836690028,-1,-1,唐
1117,崔致远,2,0.004656685836690028,-1,-1,唐
1118,李收,2,0.004656685836690028,-1,-1,唐
1119,赵良器,2,0.004656685836690028,-1,-1,唐
1120,郭澹,2,0.004656685836690028,-1,-1,唐
1121,令狐峘,2,0.004656685836690028,-1,805,中唐
1122,张宣明,2,0.004656685836690028,-1,-1,唐
1123,杨炎,2,0.004656685836690028,727,781,盛唐
1124,蔡隐丘,2,0.004656685836690028,-1,-1,唐
1125,张太华,2,0.004656685836690028,-1,-1,唐
1126,张濯,2,0.004656685836690028,-1,-1,唐
1127,韦检,2,0.004656685836690028,-1,-1,唐
1128,韦迢,2,0.004656685836690028,-1,-1,唐
1129,李敬玄,2,0.004656685836690028,615,682,初唐
1130,于逖,2,0.004656685836690028,-1,-1,唐
1131,斐公衍,2,0.004656685836690028,-1,-1,唐
1132,张翚,2,0.004656685836690028,-1,-1,唐
1133,谈戭,2,0.004656685836690028,-1,-1,唐
1134,樊晃,2,0.004656685836690028,-1,-1,唐
1135,故台城妓,2,0.004656685836690028,-1,-1,唐
1136,无名鬼,2,0.004656685836690028,-1,-1,唐
1137,邢巨,2,0.004656685836690028,-1,-1,唐
1138,薛业,2,0.004656685836690028,-1,-1,唐
1139,严含质,2,0.004656685836690028,-1,-1,唐
1140,何元,2,0.004656685836690028,-1,-1,唐
1141,殷寅,2,0.004656685836690028,-1,-1,唐
1142,韦建,2,0.004656685836690028,-1,-1,唐
1143,袁瓘,2,0.004656685836690028,-1,-1,唐
1144,陆翚,2,0.004656685836690028,-1,-1,唐
1145,苏涣,2,0.004656685836690028,-1,775,中唐
1146,寇坦,2,0.004656685836690028,-1,-1,唐
1147,李休烈,2,0.004656685836690028,-1,-1,唐
1148,苏源明,2,0.004656685836690028,-1,-1,唐
1149,李敬伯,2,0.004656685836690028,-1,-1,唐
1150,郭良,2,0.004656685836690028,-1,-1,唐
1151,卢储,2,0.004656685836690028,-1,-1,唐
1152,胡证,2,0.004656685836690028,-1,-1,唐
1153,杜正伦,2,0.004656685836690028,-1,659,初唐
1154,许稷,2,0.004656685836690028,-1,-1,唐
1155,李怀远,2,0.004656685836690028,-1,706,初唐
1156,长孙正隐,2,0.004656685836690028,-1,-1,唐
1157,崔日知,2,0.004656685836690028,-1,-1,唐
1158,席夔,2,0.004656685836690028,-1,817,中唐
1159,王衍,2,0.004656685836690028,899,926,晚唐
1160,钟离权,2,0.004656685836690028,-1,-1,唐
1161,谭峭,2,0.004656685836690028,-1,-1,唐
1162,王播,2,0.004656685836690028,759,830,中唐
1163,高峤,2,0.004656685836690028,-1,-1,唐
1164,王炎,2,0.004656685836690028,-1,-1,唐
1165,洛川仙女,2,0.004656685836690028,-1,-1,唐
1166,陈翥,2,0.004656685836690028,-1,-1,唐
1167,周彦晖,2,0.004656685836690028,-1,-1,唐
1168,殷七七,2,0.004656685836690028,-1,-1,唐
1169,酒肆布衣,2,0.004656685836690028,-1,-1,唐
1170,宋济,2,0.004656685836690028,-1,-1,唐
1171,许碏,2,0.004656685836690028,-1,-1,唐
1172,弓嗣初,2,0.004656685836690028,-1,-1,唐
1173,高球,2,0.004656685836690028,-1,-1,唐
1174,王仙仙,2,0.004656685836690028,-1,-1,唐
1175,苏瑰,2,0.004656685836690028,639,710,初唐
1176,许学士,2,0.004656685836690028,-1,-1,唐
1177,郭遵,2,0.004656685836690028,-1,-1,唐
1178,李宣远,2,0.004656685836690028,-1,-1,唐
1179,李公佐仆,2,0.004656685836690028,-1,-1,唐
1180,嵩山女,2,0.004656685836690028,-1,-1,唐
1181,陈昌言,2,0.004656685836690028,-1,-1,唐
1182,韩湘,2,0.004656685836690028,-1,-1,唐
1183,周思钧,2,0.004656685836690028,-1,-1,唐
1184,织女,2,0.004656685836690028,-1,-1,唐
1185,耿玉真,1,0.002328342918345014,-1,-1,唐
1186,林氏,1,0.002328342918345014,-1,-1,唐
1187,冯渚,1,0.002328342918345014,-1,-1,唐
1188,郭绍兰,1,0.002328342918345014,-1,-1,唐
1189,夏侯子云,1,0.002328342918345014,-1,-1,唐
1190,李侍御,1,0.002328342918345014,-1,-1,唐
1191,寇埴,1,0.002328342918345014,-1,-1,唐
1192,方愚,1,0.002328342918345014,-1,-1,唐
1193,朱延,1,0.002328342918345014,-1,-1,唐
1194,陆侍御,1,0.002328342918345014,-1,-1,唐
1195,卢秀才,1,0.002328342918345014,-1,-1,唐
1196,王丽真女郎,1,0.002328342918345014,-1,-1,唐
1197,吴人,1,0.002328342918345014,-1,-1,唐
1198,惠文太子,1,0.002328342918345014,-1,-1,唐
1199,康骈,1,0.002328342918345014,-1,-1,唐
1200,王氏,1,0.002328342918345014,-1,-1,唐
1201,梁陟,1,0.002328342918345014,-1,-1,唐
1202,裴淑,1,0.002328342918345014,-1,-1,唐
1203,封抱一,1,0.002328342918345014,-1,-1,唐
1204,潘雍,1,0.002328342918345014,-1,-1,唐
1205,刘侍读,1,0.002328342918345014,-1,-1,唐
1206,郭求,1,0.002328342918345014,-1,-1,唐
1207,窦弘馀,1,0.002328342918345014,-1,-1,唐
1208,骊山游人,1,0.002328342918345014,-1,-1,唐
1209,终南山翁,1,0.002328342918345014,-1,-1,唐
1210,久则,1,0.002328342918345014,-1,-1,唐
1211,陶拱,1,0.002328342918345014,-1,-1,唐
1212,去奢,1,0.002328342918345014,-1,-1,唐
1213,华山老人,1,0.002328342918345014,-1,-1,唐
1214,衡州舟子,1,0.002328342918345014,-1,-1,唐
1215,张怀庆,1,0.002328342918345014,-1,-1,唐
1216,裴谈,1,0.002328342918345014,-1,-1,唐
1217,林楚翘,1,0.002328342918345014,-1,-1,唐
1218,天峤游人,1,0.002328342918345014,-1,-1,唐
1219,刘,1,0.002328342918345014,-1,-1,唐
1220,朱华,1,0.002328342918345014,-1,-1,唐
1221,史思明,1,0.002328342918345014,-1,761,盛唐
1222,清豁,1,0.002328342918345014,-1,-1,唐
1223,黄幡绰,1,0.002328342918345014,-1,-1,唐
1224,石惠泰,1,0.002328342918345014,-1,-1,唐
1225,李景俭,1,0.002328342918345014,-1,-1,唐
1226,安守范,1,0.002328342918345014,-1,-1,唐
1227,真幹,1,0.002328342918345014,-1,-1,唐
1228,邵景,1,0.002328342918345014,-1,-1,唐
1229,韦铿,1,0.002328342918345014,-1,-1,唐
1230,郑师贞,1,0.002328342918345014,-1,-1,唐
1231,闽后陈氏,1,0.002328342918345014,-1,-1,唐
1232,真元,1,0.002328342918345014,-1,-1,唐
1233,杨容华,1,0.002328342918345014,-1,-1,唐
1234,魏氏,1,0.002328342918345014,-1,-1,唐
1235,王约,1,0.002328342918345014,-1,-1,唐
1236,许岷,1,0.002328342918345014,-1,-1,唐
1237,乔氏,1,0.002328342918345014,-1,-1,唐
1238,麹崇裕,1,0.002328342918345014,-1,-1,唐
1239,七岁女子,1,0.002328342918345014,-1,-1,唐
1240,令狐挺,1,0.002328342918345014,-1,-1,唐
1241,陈玉兰,1,0.002328342918345014,-1,-1,唐
1242,季方,1,0.002328342918345014,-1,-1,唐
1243,朱千乘,1,0.002328342918345014,-1,-1,唐
1244,宣宗宫人,1,0.002328342918345014,-1,-1,唐
1245,李渊,1,0.002328342918345014,566,635,初唐
1246,德宗宫人,1,0.002328342918345014,-1,-1,唐
1247,省吏,1,0.002328342918345014,-1,-1,唐
1248,陈闰,1,0.002328342918345014,-1,-1,唐
1249,清观,1,0.002328342918345014,-1,-1,唐
1250,林珝,1,0.002328342918345014,-1,-1,唐
1251,朱晦,1,0.002328342918345014,-1,-1,唐
1252,开元宫人,1,0.002328342918345014,-1,-1,唐
1253,武后宫人,1,0.002328342918345014,-1,-1,唐
1254,选人,1,0.002328342918345014,-1,-1,唐
1255,裴玄智,1,0.002328342918345014,-1,-1,唐
1256,窦昉,1,0.002328342918345014,-1,-1,唐
1257,卫叶,1,0.002328342918345014,-1,-1,唐
1258,僖宗宫人,1,0.002328342918345014,-1,-1,唐
1259,李玉箫,1,0.002328342918345014,-1,-1,唐
1260,梁宝,1,0.002328342918345014,-1,-1,唐
1261,贾宗,1,0.002328342918345014,-1,-1,唐
1262,林琨,1,0.002328342918345014,-1,-1,唐
1263,欧阳彬,1,0.002328342918345014,-1,950,晚唐
1264,郑德玄,1,0.002328342918345014,-1,-1,唐
1265,张轸,1,0.002328342918345014,697,732,盛唐
1266,蔡文恭,1,0.002328342918345014,-1,-1,唐
1267,裴羽仙,1,0.002328342918345014,-1,-1,唐
1268,郫城令,1,0.002328342918345014,-1,-1,唐
1269,金真德,1,0.002328342918345014,-1,-1,唐
1270,唐尧客,1,0.002328342918345014,-1,-1,唐
1271,李令,1,0.002328342918345014,-1,-1,唐
1272,太守,1,0.002328342918345014,-1,-1,唐
1273,李堪,1,0.002328342918345014,-1,-1,唐
1274,刘炎,1,0.002328342918345014,-1,-1,唐
1275,宝历宫人,1,0.002328342918345014,-1,-1,唐
1276,周仲美,1,0.002328342918345014,-1,-1,唐
1277,蒋氏,1,0.002328342918345014,-1,-1,唐
1278,中宗朝优人,1,0.002328342918345014,-1,-1,唐
1279,魏峦,1,0.002328342918345014,-1,-1,唐
1280,顾甄远,1,0.002328342918345014,-1,-1,唐
1281,陆子,1,0.002328342918345014,-1,-1,唐
1282,子泰,1,0.002328342918345014,-1,-1,唐
1283,杨廷玉,1,0.002328342918345014,-1,-1,唐
1284,绍伯,1,0.002328342918345014,-1,-1,唐
1285,薛媛,1,0.002328342918345014,-1,-1,唐
1286,戴察,1,0.002328342918345014,-1,-1,唐
1287,郑符,1,0.002328342918345014,-1,-1,唐
1288,崔氏,1,0.002328342918345014,-1,-1,唐
1289,杨德麟,1,0.002328342918345014,-1,-1,唐
1290,郁回,1,0.002328342918345014,-1,-1,唐
1291,柳明献,1,0.002328342918345014,-1,-1,唐
1292,崔怀宝,1,0.002328342918345014,-1,-1,唐
1293,庾传素,1,0.002328342918345014,-1,-1,唐
1294,李归唐,1,0.002328342918345014,-1,-1,唐
1295,张立本女,1,0.002328342918345014,-1,-1,唐
1296,高鹤林,1,0.002328342918345014,-1,-1,唐
1297,冀金,1,0.002328342918345014,-1,-1,唐
1298,胡伯崇,1,0.002328342918345014,-1,-1,唐
1299,释元康,1,0.002328342918345014,-1,-1,唐
1300,钟辐,1,0.002328342918345014,-1,-1,唐
1301,任氏,1,0.002328342918345014,-1,-1,唐
1302,李季华,1,0.002328342918345014,-1,-1,唐
1303,李荣,1,0.002328342918345014,-1,-1,唐
1304,石抱忠,1,0.002328342918345014,-1,697,初唐
1305,侯氏,1,0.002328342918345014,-1,-1,唐
1306,梁载言,1,0.002328342918345014,-1,-1,唐
1307,马总,1,0.002328342918345014,-1,823,中唐
1308,元兢,1,0.002328342918345014,-1,-1,唐
1309,薛瑶,1,0.002328342918345014,-1,-1,唐
1310,慎氏,1,0.002328342918345014,-1,-1,唐
1311,王玄,1,0.002328342918345014,-1,-1,唐
1312,建业卜者,1,0.002328342918345014,-1,-1,唐
1313,辛宏,1,0.002328342918345014,-1,-1,唐
1314,良人,1,0.002328342918345014,-1,-1,唐
1315,郑露,1,0.002328342918345014,-1,-1,唐
1316,马乂,1,0.002328342918345014,-1,-1,唐
1317,叶元良,1,0.002328342918345014,-1,-1,唐
1318,张绍,1,0.002328342918345014,-1,-1,唐
1319,石倚,1,0.002328342918345014,-1,-1,唐
1320,王卓,1,0.002328342918345014,-1,-1,唐
1321,刘公兴,1,0.002328342918345014,-1,-1,唐
1322,吕炅,1,0.002328342918345014,-1,-1,唐
1323,徐元鼎,1,0.002328342918345014,-1,-1,唐
1324,马令,1,0.002328342918345014,-1,-1,唐
1325,赵铎,1,0.002328342918345014,-1,-1,唐
1326,张元正,1,0.002328342918345014,-1,-1,唐
1327,薛少殷,1,0.002328342918345014,-1,805,中唐
1328,许宏,1,0.002328342918345014,-1,-1,唐
1329,沈鹏,1,0.002328342918345014,-1,-1,唐
1330,林披,1,0.002328342918345014,-1,-1,唐
1331,顾伟,1,0.002328342918345014,-1,-1,唐
1332,韦洪,1,0.002328342918345014,-1,-1,唐
1333,裴大章,1,0.002328342918345014,-1,-1,唐
1334,崔宗,1,0.002328342918345014,-1,-1,唐
1335,郑馥,1,0.002328342918345014,-1,-1,唐
1336,郑仆射,1,0.002328342918345014,-1,-1,唐
1337,宋元素,1,0.002328342918345014,-1,-1,唐
1338,路应,1,0.002328342918345014,745,811,中唐
1339,张幹,1,0.002328342918345014,-1,-1,唐
1340,卢言,1,0.002328342918345014,-1,-1,唐
1341,辛学士,1,0.002328342918345014,-1,-1,唐
1342,杜周士,1,0.002328342918345014,-1,822,中唐
1343,李子昂,1,0.002328342918345014,-1,-1,唐
1344,孟匡明,1,0.002328342918345014,-1,-1,唐
1345,袁求贤,1,0.002328342918345014,-1,-1,唐
1346,任要,1,0.002328342918345014,-1,-1,唐
1347,乐伸,1,0.002328342918345014,-1,-1,唐
1348,郑昉,1,0.002328342918345014,-1,-1,唐
1349,孟翱,1,0.002328342918345014,-1,-1,唐
1350,吴叔达,1,0.002328342918345014,-1,-1,唐
1351,卢征,1,0.002328342918345014,-1,-1,唐
1352,徐仁嗣,1,0.002328342918345014,-1,-1,唐
1353,公孙杲,1,0.002328342918345014,-1,-1,唐
1354,李胄,1,0.002328342918345014,-1,-1,唐
1355,郭邕,1,0.002328342918345014,-1,-1,唐
1356,钱信,1,0.002328342918345014,-1,-1,唐
1357,李勋,1,0.002328342918345014,-1,-1,唐
1358,张钦敬,1,0.002328342918345014,-1,-1,唐
1359,崔藩,1,0.002328342918345014,-1,-1,唐
1360,罗泰,1,0.002328342918345014,-1,-1,唐
1361,苑,1,0.002328342918345014,-1,-1,唐
1362,吕价,1,0.002328342918345014,-1,-1,唐
1363,邓陟,1,0.002328342918345014,-1,-1,唐
1364,叔孙玄观,1,0.002328342918345014,-1,-1,唐
1365,管雄甫,1,0.002328342918345014,-1,-1,唐
1366,南巨川,1,0.002328342918345014,-1,-1,唐
1367,丁居晦,1,0.002328342918345014,-1,840,晚唐
1368,陈中师,1,0.002328342918345014,-1,-1,唐
1369,康翊仁,1,0.002328342918345014,-1,-1,唐
1370,吴黔,1,0.002328342918345014,-1,-1,唐
1371,郑述诚,1,0.002328342918345014,-1,-1,唐
1372,王若岩,1,0.002328342918345014,-1,-1,唐
1373,胡权,1,0.002328342918345014,-1,-1,唐
1374,濮阳瓘,1,0.002328342918345014,-1,-1,唐
1375,张何,1,0.002328342918345014,-1,-1,唐
1376,徐至,1,0.002328342918345014,-1,-1,唐
1377,纥干讽,1,0.002328342918345014,-1,-1,唐
1378,李夐,1,0.002328342918345014,-1,-1,唐
1379,张公乂,1,0.002328342918345014,-1,-1,唐
1380,郑衮,1,0.002328342918345014,-1,-1,唐
1381,朱休,1,0.002328342918345014,-1,-1,唐
1382,胡传美,1,0.002328342918345014,-1,-1,唐
1383,畅甫,1,0.002328342918345014,-1,-1,唐
1384,吴士矩,1,0.002328342918345014,-1,-1,唐
1385,万俟造,1,0.002328342918345014,-1,-1,唐
1386,成崿,1,0.002328342918345014,-1,-1,唐
1387,夏侯楚,1,0.002328342918345014,-1,-1,唐
1388,宋迪,1,0.002328342918345014,-1,-1,唐
1389,李缜,1,0.002328342918345014,-1,-1,唐
1390,戴公怀,1,0.002328342918345014,-1,-1,唐
1391,孟翔,1,0.002328342918345014,-1,-1,唐
1392,杨鸾,1,0.002328342918345014,-1,-1,唐
1393,崔公佐客,1,0.002328342918345014,-1,-1,唐
1394,吴秘,1,0.002328342918345014,-1,-1,唐
1395,同谷子,1,0.002328342918345014,-1,-1,唐
1396,张复元,1,0.002328342918345014,-1,-1,唐
1397,周颛,1,0.002328342918345014,-1,-1,唐
1398,苏芸,1,0.002328342918345014,-1,-1,唐
1399,婺州山中人,1,0.002328342918345014,-1,-1,唐
1400,扈载,1,0.002328342918345014,-1,-1,唐
1401,灵业,1,0.002328342918345014,-1,-1,唐
1402,黄山隐,1,0.002328342918345014,-1,-1,唐
1403,太上隐者,1,0.002328342918345014,-1,-1,唐
1404,西鄙人,1,0.002328342918345014,-1,-1,唐
1405,包贺,1,0.002328342918345014,-1,-1,唐
1406,唐末朝士,1,0.002328342918345014,-1,-1,唐
1407,白衫举子,1,0.002328342918345014,-1,-1,唐
1408,座客,1,0.002328342918345014,-1,-1,唐
1409,江陵士子,1,0.002328342918345014,-1,-1,唐
1410,邓倚,1,0.002328342918345014,-1,-1,唐
1411,李昼,1,0.002328342918345014,818,855,晚唐
1412,甘洽,1,0.002328342918345014,-1,-1,唐
1413,孙顾,1,0.002328342918345014,-1,-1,唐
1414,尉迟汾,1,0.002328342918345014,-1,-1,唐
1415,杨贵妃,1,0.002328342918345014,-1,-1,唐
1416,宋休,1,0.002328342918345014,-1,-1,唐
1417,阎敬爱,1,0.002328342918345014,-1,-1,唐
1418,陈璀,1,0.002328342918345014,-1,-1,唐
1419,李和风,1,0.002328342918345014,-1,-1,唐
1420,薛光谦,1,0.002328342918345014,-1,-1,唐
1421,裴杞,1,0.002328342918345014,-1,-1,唐
1422,清闲,1,0.002328342918345014,-1,-1,唐
1423,归氏子,1,0.002328342918345014,-1,-1,唐
1424,张鲁封,1,0.002328342918345014,-1,-1,唐
1425,吏部选人,1,0.002328342918345014,-1,-1,唐
1426,陈祜,1,0.002328342918345014,-1,-1,唐
1427,王景中,1,0.002328342918345014,-1,-1,唐
1428,大闲,1,0.002328342918345014,-1,-1,唐
1429,郑中丞,1,0.002328342918345014,-1,-1,唐
1430,杨苎萝,1,0.002328342918345014,-1,-1,唐
1431,汤洙,1,0.002328342918345014,-1,-1,唐
1432,萧结,1,0.002328342918345014,-1,-1,唐
1433,宇文鼎,1,0.002328342918345014,-1,-1,唐
1434,王鲁,1,0.002328342918345014,-1,-1,唐
1435,缪氏子,1,0.002328342918345014,-1,-1,唐
1436,曹生,1,0.002328342918345014,-1,-1,唐
1437,吴公,1,0.002328342918345014,-1,-1,唐
1438,伶人,1,0.002328342918345014,-1,-1,唐
1439,张翱,1,0.002328342918345014,-1,-1,唐
1440,梁补阙,1,0.002328342918345014,-1,-1,唐
1441,殷琮,1,0.002328342918345014,-1,-1,唐
1442,赵武建,1,0.002328342918345014,-1,-1,唐
1443,朱延龄,1,0.002328342918345014,-1,-1,唐
1444,崔耿,1,0.002328342918345014,-1,-1,唐
1445,裴元,1,0.002328342918345014,-1,-1,唐
1446,皇甫大夫,1,0.002328342918345014,-1,-1,唐
1447,杜兼,1,0.002328342918345014,750,809,中唐
1448,蔡押衙,1,0.002328342918345014,-1,-1,唐
1449,李兼,1,0.002328342918345014,-1,791,中唐
1450,商则,1,0.002328342918345014,-1,-1,唐
1451,罗颖,1,0.002328342918345014,-1,-1,唐
1452,懿宗朝举子,1,0.002328342918345014,-1,-1,唐
1453,元和举子,1,0.002328342918345014,-1,-1,唐
1454,陈峤,1,0.002328342918345014,826,900,晚唐
1455,何承裕,1,0.002328342918345014,-1,-1,唐
1456,贞元文士,1,0.002328342918345014,-1,-1,唐
1457,洪州将军,1,0.002328342918345014,-1,-1,唐
1458,僧法轨,1,0.002328342918345014,-1,-1,唐
1459,僖宗北省官,1,0.002328342918345014,-1,-1,唐
1460,天宝时人,1,0.002328342918345014,-1,-1,唐
1461,神龙从臣,1,0.002328342918345014,-1,-1,唐
1462,郭密之,1,0.002328342918345014,-1,-1,唐
1463,景龙文馆士,1,0.002328342918345014,-1,-1,唐
1464,京兆韦氏子,1,0.002328342918345014,-1,-1,唐
1465,申欢,1,0.002328342918345014,-1,-1,唐
1466,张生,1,0.002328342918345014,-1,-1,唐
1467,冯晖,1,0.002328342918345014,-1,953,晚唐
1468,水府君,1,0.002328342918345014,-1,-1,唐
1469,沈宁,1,0.002328342918345014,-1,-1,唐
1470,太白山玄士,1,0.002328342918345014,-1,-1,唐
1471,邻道场人,1,0.002328342918345014,-1,-1,唐
1472,李许,1,0.002328342918345014,-1,-1,唐
1473,张南容,1,0.002328342918345014,-1,-1,唐
1474,清尚,1,0.002328342918345014,-1,-1,唐
1475,无作,1,0.002328342918345014,-1,-1,唐
1476,曲龙山仙,1,0.002328342918345014,-1,-1,唐
1477,陈复休,1,0.002328342918345014,-1,-1,唐
1478,郑冠卿,1,0.002328342918345014,-1,-1,唐
1479,谦光,1,0.002328342918345014,-1,-1,唐
1480,陈蓬,1,0.002328342918345014,-1,-1,唐
1481,顾效古,1,0.002328342918345014,-1,-1,唐
1482,文益,1,0.002328342918345014,885,958,晚唐
1483,洞庭龙君,1,0.002328342918345014,-1,-1,唐
1484,龙护老人,1,0.002328342918345014,-1,-1,唐
1485,冥吏,1,0.002328342918345014,-1,-1,唐
1486,慈恩寺沙门,1,0.002328342918345014,-1,-1,唐
1487,水心寺僧,1,0.002328342918345014,-1,-1,唐
1488,太乙真君,1,0.002328342918345014,-1,-1,唐
1489,元础,1,0.002328342918345014,-1,-1,唐
1490,庭实,1,0.002328342918345014,-1,-1,唐
1491,樵夫,1,0.002328342918345014,-1,-1,唐
1492,戴寥,1,0.002328342918345014,-1,-1,唐
1493,淡然,1,0.002328342918345014,-1,-1,唐
1494,契盈,1,0.002328342918345014,-1,-1,唐
1495,悟清,1,0.002328342918345014,-1,-1,唐
1496,许大,1,0.002328342918345014,-1,-1,唐
1497,尔鸟,1,0.002328342918345014,-1,-1,唐
1498,青城丈人,1,0.002328342918345014,-1,-1,唐
1499,可隆,1,0.002328342918345014,-1,-1,唐
1500,神迥,1,0.002328342918345014,-1,-1,唐
1501,豆卢岑,1,0.002328342918345014,-1,-1,唐
1502,唐末僧,1,0.002328342918345014,-1,-1,唐
1503,吴越僧,1,0.002328342918345014,-1,-1,唐
1504,南唐失名僧,1,0.002328342918345014,-1,-1,唐
1505,无名释,1,0.002328342918345014,-1,-1,唐
1506,元寂,1,0.002328342918345014,-1,-1,唐
1507,卢邕,1,0.002328342918345014,-1,-1,唐
1508,郑琼罗,1,0.002328342918345014,-1,-1,唐
1509,李序,1,0.002328342918345014,-1,-1,唐
1510,河湄鬼,1,0.002328342918345014,-1,-1,唐
1511,介胄鬼,1,0.002328342918345014,-1,-1,唐
1512,李叔霁,1,0.002328342918345014,-1,-1,唐
1513,文秀,1,0.002328342918345014,-1,-1,唐
1514,窦裕,1,0.002328342918345014,-1,-1,唐
1515,书生,1,0.002328342918345014,-1,-1,唐
1516,常达,1,0.002328342918345014,-1,-1,唐
1517,陆凭,1,0.002328342918345014,-1,-1,唐
1518,良乂,1,0.002328342918345014,-1,-1,唐
1519,智亮,1,0.002328342918345014,-1,-1,唐
1520,李潭,1,0.002328342918345014,-1,-1,唐
1521,韩弇,1,0.002328342918345014,753,787,中唐
1522,樊寔,1,0.002328342918345014,-1,-1,唐
1523,尉佗,1,0.002328342918345014,-1,-1,唐
1524,韬光,1,0.002328342918345014,-1,-1,唐
1525,刘溉,1,0.002328342918345014,-1,-1,唐
1526,王幹,1,0.002328342918345014,-1,-1,唐
1527,巴峡鬼,1,0.002328342918345014,-1,-1,唐
1528,耽章,1,0.002328342918345014,-1,-1,唐
1529,释明解,1,0.002328342918345014,-1,-1,唐
1530,辅国将军,1,0.002328342918345014,-1,-1,唐
1531,修雅,1,0.002328342918345014,-1,-1,唐
