,poets,count,percentage,birth_year,death_year,period
519,沈传师,5,0.01164171459172507,769,827,中唐
520,姚月华,5,0.01164171459172507,-1,-1,唐
521,赵鸾鸾,5,0.01164171459172507,-1,-1,唐
522,段文昌,5,0.01164171459172507,773,835,中唐
523,陈季卿,5,0.01164171459172507,-1,-1,唐
524,刘祎之,5,0.01164171459172507,631,687,初唐
525,晁采,5,0.01164171459172507,-1,-1,唐
526,张易之,5,0.01164171459172507,-1,705,初唐
527,沈千运,5,0.01164171459172507,-1,-1,唐
528,祝元膺,5,0.01164171459172507,-1,-1,唐
529,徐晶,5,0.01164171459172507,-1,-1,唐
530,蒋涣,4,0.009313371673380056,-1,-1,唐
531,张元一,4,0.009313371673380056,-1,-1,唐
532,赵光逢,4,0.009313371673380056,-1,-1,唐
533,罗绍威,4,0.009313371673380056,-1,-1,唐
534,崔邠,4,0.009313371673380056,756,815,中唐
535,鲍君徽,4,0.009313371673380056,-1,-1,唐
536,张文姬,4,0.009313371673380056,-1,-1,唐
537,孙偓,4,0.009313371673380056,-1,-1,唐
538,蒋维翰,4,0.009313371673380056,-1,-1,唐
539,李涛,4,0.009313371673380056,-1,-1,唐
540,元季川,4,0.009313371673380056,-1,-1,唐
541,员半千,4,0.009313371673380056,625,718,初唐
542,李吉甫,4,0.009313371673380056,758,814,中唐
543,罗虬,4,0.009313371673380056,-1,-1,唐
544,温宪,4,0.009313371673380056,-1,-1,唐
545,许孟容,4,0.009313371673380056,743,818,中唐
546,郑仁表,4,0.009313371673380056,-1,-1,唐
547,郭子仪,4,0.009313371673380056,697,781,盛唐
548,刘斌,4,0.009313371673380056,-1,-1,唐
549,陆敬,4,0.009313371673380056,-1,-1,唐
550,袁皓,4,0.009313371673380056,-1,-1,唐
551,袁郊,4,0.009313371673380056,-1,-1,唐
552,纪唐夫,4,0.009313371673380056,-1,-1,唐
553,王偃,4,0.009313371673380056,-1,-1,唐
554,孙棨,4,0.009313371673380056,-1,-1,唐
555,张为,4,0.009313371673380056,-1,-1,唐
556,谢良辅,4,0.009313371673380056,-1,783,中唐
557,王铎,4,0.009313371673380056,-1,884,晚唐
558,善生,4,0.009313371673380056,-1,-1,唐
559,李玖,4,0.009313371673380056,-1,-1,唐
560,奚贾,4,0.009313371673380056,-1,-1,唐
561,王烈,4,0.009313371673380056,-1,-1,唐
562,路德延,4,0.009313371673380056,-1,-1,唐
563,刘迥,4,0.009313371673380056,-1,-1,唐
564,莫宣卿,4,0.009313371673380056,-1,-1,唐
565,步非烟,4,0.009313371673380056,-1,-1,唐
566,韩休,4,0.009313371673380056,673,740,初唐
567,萧遘,4,0.009313371673380056,-1,887,晚唐
568,张鼎,4,0.009313371673380056,-1,-1,唐
569,陆贽,4,0.009313371673380056,754,805,中唐
570,皇甫澈,4,0.009313371673380056,-1,-1,唐
571,崔仲容,4,0.009313371673380056,-1,-1,唐
572,孙昌胤,4,0.009313371673380056,-1,-1,唐
573,郑愚,4,0.009313371673380056,-1,-1,唐
574,崔萱,4,0.009313371673380056,-1,-1,唐
575,冯著,4,0.009313371673380056,-1,-1,唐
576,卿云,4,0.009313371673380056,-1,-1,唐
577,胡令能,4,0.009313371673380056,785,826,中唐
578,慧宣,4,0.009313371673380056,-1,-1,唐
579,孟氏,4,0.009313371673380056,-1,-1,唐
580,李回,4,0.009313371673380056,-1,-1,唐
581,郑璧,4,0.009313371673380056,-1,-1,唐
582,李迥秀,4,0.009313371673380056,-1,-1,唐
583,韦渠牟,4,0.009313371673380056,749,801,中唐
584,胡玢,4,0.009313371673380056,-1,-1,唐
585,沈廷瑞,4,0.009313371673380056,-1,-1,唐
586,何希尧,4,0.009313371673380056,-1,-1,唐
587,李晔,4,0.009313371673380056,867,904,晚唐
588,辛弘智,4,0.009313371673380056,-1,-1,唐
589,源乾曜,4,0.009313371673380056,-1,731,盛唐
590,裴漼,4,0.009313371673380056,-1,736,盛唐
591,张纮,4,0.009313371673380056,-1,-1,唐
592,吉师老,4,0.009313371673380056,-1,-1,唐
593,刘乙,4,0.009313371673380056,-1,-1,唐
594,刘允济,4,0.009313371673380056,-1,-1,唐
595,翁宏,4,0.009313371673380056,-1,-1,唐
596,柳公权,4,0.009313371673380056,778,865,中唐
597,刘庭琦,4,0.009313371673380056,-1,-1,唐
598,崔泰之,4,0.009313371673380056,667,723,初唐
599,马异,4,0.009313371673380056,-1,-1,唐
600,张辞,4,0.009313371673380056,-1,-1,唐
601,纥干著,4,0.009313371673380056,-1,-1,唐
602,岑文本,4,0.009313371673380056,595,645,初唐
603,马逢,4,0.009313371673380056,-1,-1,唐
604,裴次元,4,0.009313371673380056,-1,820,中唐
605,卓英英,4,0.009313371673380056,-1,-1,唐
606,易思,4,0.009313371673380056,-1,-1,唐
607,周元范,4,0.009313371673380056,-1,-1,唐
608,王琚,4,0.009313371673380056,-1,747,盛唐
609,狄焕,4,0.009313371673380056,-1,-1,唐
610,郑鏦,4,0.009313371673380056,-1,-1,唐
611,韩常侍,4,0.009313371673380056,-1,-1,唐
612,杨希道,4,0.009313371673380056,-1,-1,唐
613,李存勖,4,0.009313371673380056,885,926,晚唐
614,魏知古,4,0.009313371673380056,647,715,初唐
615,赵彦伯,4,0.009313371673380056,-1,-1,唐
616,姚揆,4,0.009313371673380056,-1,-1,唐
617,韦述,4,0.009313371673380056,-1,-1,唐
618,周濆,4,0.009313371673380056,-1,-1,唐
619,李家明,4,0.009313371673380056,-1,-1,唐
620,万齐融,4,0.009313371673380056,-1,-1,唐
621,李邕,4,0.009313371673380056,-1,727,盛唐
622,苏郁,4,0.009313371673380056,-1,-1,唐
623,马湘,4,0.009313371673380056,-1,-1,唐
624,沈如筠,4,0.009313371673380056,-1,-1,唐
625,廖凝,4,0.009313371673380056,-1,-1,唐
626,李绛,4,0.009313371673380056,-1,-1,唐
627,李观,4,0.009313371673380056,-1,-1,唐
628,薛馧,4,0.009313371673380056,-1,-1,唐
629,贾彦璋,4,0.009313371673380056,-1,-1,唐
630,杨收,4,0.009313371673380056,816,868,晚唐
631,高瑾,4,0.009313371673380056,-1,-1,唐
632,鹿虔扆,4,0.009313371673380056,-1,-1,唐
633,张嘉贞,4,0.009313371673380056,666,729,初唐
634,姚康,4,0.009313371673380056,-1,-1,唐
635,宋齐丘,4,0.009313371673380056,887,959,晚唐
636,柳棠,4,0.009313371673380056,-1,-1,唐
637,韩仲宣,4,0.009313371673380056,-1,-1,唐
638,席豫,4,0.009313371673380056,680,748,盛唐
639,李渤,4,0.009313371673380056,773,831,中唐
640,寒山,3,0.006985028755035041,-1,-1,唐
641,张白,3,0.006985028755035041,-1,-1,唐
642,李縠,3,0.006985028755035041,-1,-1,唐
643,蔡京,3,0.006985028755035041,-1,-1,唐
644,陈至,3,0.006985028755035041,-1,-1,唐
645,颜萱,3,0.006985028755035041,-1,-1,唐
646,崔玄亮,3,0.006985028755035041,768,833,中唐
647,张仲方,3,0.006985028755035041,766,837,中唐
648,丁泽,3,0.006985028755035041,-1,-1,唐
649,李景伯,3,0.006985028755035041,-1,-1,唐
650,韦璜,3,0.006985028755035041,-1,-1,唐
651,元淳,3,0.006985028755035041,-1,-1,唐
652,周弘亮,3,0.006985028755035041,-1,-1,唐
653,长孙无忌,3,0.006985028755035041,-1,659,初唐
654,张孜,3,0.006985028755035041,-1,-1,唐
655,潘纬,3,0.006985028755035041,-1,-1,唐
656,赵鸿,3,0.006985028755035041,-1,-1,唐
657,李骘,3,0.006985028755035041,-1,-1,唐
658,杜淹,3,0.006985028755035041,-1,-1,唐
659,欧阳询,3,0.006985028755035041,557,641,初唐
660,符载,3,0.006985028755035041,-1,-1,唐
661,卢贞,3,0.006985028755035041,-1,-1,唐
662,徐月英,3,0.006985028755035041,-1,-1,唐
663,湛贲,3,0.006985028755035041,-1,-1,唐
664,郑渥,3,0.006985028755035041,-1,-1,唐
665,杨敬之,3,0.006985028755035041,-1,-1,唐
666,李梦符,3,0.006985028755035041,-1,-1,唐
667,武瓘,3,0.006985028755035041,-1,-1,唐
668,崔膺,3,0.006985028755035041,-1,-1,唐
669,冯宿,3,0.006985028755035041,768,837,中唐
670,刘皂,3,0.006985028755035041,-1,-1,唐
671,西施,3,0.006985028755035041,-1,-1,唐
672,张众甫,3,0.006985028755035041,719,782,盛唐
673,谢偃,3,0.006985028755035041,-1,-1,唐
674,林杰,3,0.006985028755035041,-1,-1,唐
675,王轩,3,0.006985028755035041,-1,-1,唐
676,孙叔向,3,0.006985028755035041,-1,-1,唐
677,韦夏卿,3,0.006985028755035041,743,806,中唐
678,昙域,3,0.006985028755035041,-1,-1,唐
679,王表,3,0.006985028755035041,-1,-1,唐
680,叶季良,3,0.006985028755035041,-1,-1,唐
681,何光远,3,0.006985028755035041,-1,-1,唐
682,白敏中,3,0.006985028755035041,-1,-1,唐
683,常楚老,3,0.006985028755035041,-1,-1,唐
684,平曾,3,0.006985028755035041,-1,-1,唐
685,龙女,3,0.006985028755035041,-1,-1,唐
686,范传正,3,0.006985028755035041,-1,-1,唐
687,湘中蛟女,3,0.006985028755035041,-1,-1,唐
688,魏扶,3,0.006985028755035041,-1,850,晚唐
689,崔立之,3,0.006985028755035041,-1,-1,唐
690,黄颇,3,0.006985028755035041,-1,-1,唐
691,李希仲,3,0.006985028755035041,-1,-1,唐
692,潘孟阳,3,0.006985028755035041,-1,815,中唐
693,窦参,3,0.006985028755035041,734,793,盛唐
694,杨於陵,3,0.006985028755035041,-1,-1,唐
695,韦皋,3,0.006985028755035041,745,805,中唐
696,张荐,3,0.006985028755035041,744,804,中唐
697,滕传胤,3,0.006985028755035041,-1,-1,唐
698,崔子向,3,0.006985028755035041,-1,-1,唐
699,郑史,3,0.006985028755035041,-1,-1,唐
700,张若虚,3,0.006985028755035041,660,720,初唐
701,杜頠,3,0.006985028755035041,-1,-1,唐
702,元晦,3,0.006985028755035041,-1,-1,唐
703,柳公绰,3,0.006985028755035041,765,832,中唐
704,林藻,3,0.006985028755035041,-1,-1,唐
705,贾驰,3,0.006985028755035041,-1,-1,唐
706,若虚,3,0.006985028755035041,-1,-1,唐
707,乾康,3,0.006985028755035041,-1,-1,唐
708,李馀,3,0.006985028755035041,-1,-1,唐
709,东方虬,3,0.006985028755035041,-1,-1,唐
710,张贾,3,0.006985028755035041,-1,830,中唐
711,崔知贤,3,0.006985028755035041,-1,-1,唐
712,郑还古,3,0.006985028755035041,-1,-1,唐
713,眉娘,3,0.006985028755035041,-1,-1,唐
714,朱昼,3,0.006985028755035041,-1,-1,唐
715,刘猛,3,0.006985028755035041,-1,-1,唐
716,滕迈,3,0.006985028755035041,-1,-1,唐
717,卢拱,3,0.006985028755035041,-1,-1,唐
718,上元夫人,3,0.006985028755035041,-1,-1,唐
719,景云,3,0.006985028755035041,-1,-1,唐
720,齐浣,3,0.006985028755035041,-1,-1,唐
721,朱光弼,3,0.006985028755035041,-1,-1,唐
722,杨牢,3,0.006985028755035041,-1,-1,唐
723,法照,3,0.006985028755035041,-1,777,中唐
724,常理,3,0.006985028755035041,-1,-1,唐
725,张文规,3,0.006985028755035041,-1,-1,唐
726,何兆,3,0.006985028755035041,-1,-1,唐
727,崔善为,3,0.006985028755035041,-1,-1,唐
728,贺兰进明,3,0.006985028755035041,-1,-1,唐
729,陆羽,3,0.006985028755035041,-1,-1,唐
730,知玄,3,0.006985028755035041,809,881,晚唐
731,皇甫湜,3,0.006985028755035041,-1,-1,唐
732,刘绮庄,3,0.006985028755035041,-1,-1,唐
733,神颖,3,0.006985028755035041,-1,-1,唐
734,陈通方,3,0.006985028755035041,-1,-1,唐
735,澹交,3,0.006985028755035041,-1,-1,唐
736,郑常,3,0.006985028755035041,-1,787,中唐
737,张汇,3,0.006985028755035041,-1,-1,唐
738,惟审,3,0.006985028755035041,-1,-1,唐
739,许宣平,3,0.006985028755035041,-1,-1,唐
740,刘行敏,3,0.006985028755035041,-1,-1,唐
741,李琪,3,0.006985028755035041,-1,-1,唐
742,沈宇,3,0.006985028755035041,-1,-1,唐
743,张琰,3,0.006985028755035041,-1,-1,唐
744,张万顷,3,0.006985028755035041,-1,-1,唐
745,郑馀庆,3,0.006985028755035041,746,820,中唐
746,陈光,3,0.006985028755035041,-1,-1,唐
747,张立,3,0.006985028755035041,-1,-1,唐
748,李元纮,3,0.006985028755035041,-1,733,盛唐
749,刘媛,3,0.006985028755035041,-1,-1,唐
750,刘瑶,3,0.006985028755035041,-1,-1,唐
751,廉氏,3,0.006985028755035041,-1,-1,唐
752,伍唐珪,3,0.006985028755035041,-1,-1,唐
753,裴谞,3,0.006985028755035041,771,845,中唐
754,李亨,3,0.006985028755035041,711,762,盛唐
755,郑良士,3,0.006985028755035041,-1,-1,唐
756,苏广文,3,0.006985028755035041,-1,-1,唐
757,楼颖,3,0.006985028755035041,-1,-1,唐
758,韦安石,3,0.006985028755035041,651,714,初唐
759,王勣,3,0.006985028755035041,-1,-1,唐
760,周瑀,3,0.006985028755035041,-1,-1,唐
761,萧仿,3,0.006985028755035041,-1,-1,唐
762,卢频,3,0.006985028755035041,-1,-1,唐
763,卢从愿,3,0.006985028755035041,-1,737,盛唐
764,李崇嗣,3,0.006985028755035041,-1,-1,唐
765,詹琲,3,0.006985028755035041,-1,-1,唐
766,刘云,3,0.006985028755035041,-1,-1,唐
767,李舜弦,3,0.006985028755035041,-1,-1,唐
768,陈希烈,3,0.006985028755035041,-1,757,盛唐
769,孙处玄,3,0.006985028755035041,-1,-1,唐
770,徐延寿,3,0.006985028755035041,-1,-1,唐
771,王感化,3,0.006985028755035041,-1,-1,唐
772,李憕,3,0.006985028755035041,-1,755,盛唐
773,钟谟,3,0.006985028755035041,-1,-1,唐
774,钱镠,3,0.006985028755035041,852,932,晚唐
775,杨浚,3,0.006985028755035041,-1,-1,唐
776,冯涓,3,0.006985028755035041,-1,-1,唐
777,杨玢,3,0.006985028755035041,-1,-1,唐
778,李林甫,3,0.006985028755035041,-1,752,盛唐
779,孙氏,3,0.006985028755035041,-1,-1,唐
780,捧剑仆,3,0.006985028755035041,-1,-1,唐
781,宋昱,3,0.006985028755035041,-1,756,盛唐
782,王丘,3,0.006985028755035041,-1,743,盛唐
783,崔翘,3,0.006985028755035041,-1,-1,唐
784,韩滉,3,0.006985028755035041,723,787,盛唐
785,陆海,3,0.006985028755035041,-1,-1,唐
786,陈元光,3,0.006985028755035041,-1,-1,唐
787,黄巢,3,0.006985028755035041,835,884,晚唐
788,程长文,3,0.006985028755035041,-1,-1,唐
789,罗衮,3,0.006985028755035041,-1,-1,唐
790,刘晏,3,0.006985028755035041,715,780,盛唐
791,崔莺莺,3,0.006985028755035041,-1,-1,唐
792,王韫秀,3,0.006985028755035041,-1,777,中唐
793,徐昌图,3,0.006985028755035041,-1,-1,唐
794,赵徵明,3,0.006985028755035041,-1,-1,唐
795,顾在镕,3,0.006985028755035041,-1,-1,唐
796,卢怀慎,3,0.006985028755035041,-1,716,盛唐
797,张昌宗,3,0.006985028755035041,-1,-1,唐
798,孙郃,3,0.006985028755035041,-1,-1,唐
799,蔡孚,3,0.006985028755035041,-1,-1,唐
800,王涣,3,0.006985028755035041,-1,-1,唐
801,王福娘,3,0.006985028755035041,-1,-1,唐
802,李岑,3,0.006985028755035041,-1,-1,唐
803,尹懋,3,0.006985028755035041,-1,-1,唐
804,元万顷,3,0.006985028755035041,-1,689,初唐
805,陈嘉言,3,0.006985028755035041,-1,-1,唐
806,刘太真,3,0.006985028755035041,-1,-1,唐
807,褚朝阳,3,0.006985028755035041,-1,-1,唐
808,任华,3,0.006985028755035041,-1,-1,唐
809,冯伉,3,0.006985028755035041,744,809,中唐
810,关盼盼,3,0.006985028755035041,-1,-1,唐
811,乔备,3,0.006985028755035041,-1,-1,唐
812,张敬忠,3,0.006985028755035041,-1,-1,唐
813,毕耀,3,0.006985028755035041,-1,-1,唐
814,戴司颜,3,0.006985028755035041,-1,-1,唐
815,王正己,2,0.004656685836690028,-1,-1,唐
816,织锦人,2,0.004656685836690028,-1,-1,唐
817,洛中举子,2,0.004656685836690028,-1,-1,唐
818,唐扶,2,0.004656685836690028,-1,839,晚唐
819,徐振,2,0.004656685836690028,-1,-1,唐
820,蔡昆,2,0.004656685836690028,-1,-1,唐
821,裴潾,2,0.004656685836690028,-1,838,晚唐
822,无闷,2,0.004656685836690028,-1,-1,唐
823,徐光溥,2,0.004656685836690028,-1,-1,唐
824,滕潜,2,0.004656685836690028,-1,-1,唐
825,吴武陵,2,0.004656685836690028,-1,834,中唐
826,元凛,2,0.004656685836690028,-1,-1,唐
827,张炽,2,0.004656685836690028,-1,-1,唐
828,幸夤逊,2,0.004656685836690028,-1,-1,唐
829,李士元,2,0.004656685836690028,-1,-1,唐
830,邹绍先,2,0.004656685836690028,-1,-1,唐
831,何仲举,2,0.004656685836690028,-1,-1,唐
832,杨达,2,0.004656685836690028,-1,-1,唐
833,刘郇伯,2,0.004656685836690028,-1,-1,唐
834,于頔,2,0.004656685836690028,-1,818,中唐
835,吴象之,2,0.004656685836690028,-1,-1,唐
836,陈沆,2,0.004656685836690028,-1,-1,唐
837,花蕊夫人,2,0.004656685836690028,-1,-1,唐
838,牛殳,2,0.004656685836690028,-1,-1,唐
839,石召,2,0.004656685836690028,-1,-1,唐
840,萧彧,2,0.004656685836690028,-1,-1,唐
841,舒道纪,2,0.004656685836690028,-1,-1,唐
842,王珪,2,0.004656685836690028,-1,-1,唐
843,伊梦昌,2,0.004656685836690028,-1,-1,唐
844,韩昭,2,0.004656685836690028,-1,-1,唐
845,杨徽之,2,0.004656685836690028,-1,-1,唐
846,郑缙,2,0.004656685836690028,-1,-1,唐
847,张令问,2,0.004656685836690028,-1,-1,唐
848,何扶,2,0.004656685836690028,-1,-1,唐
849,杨汉公,2,0.004656685836690028,-1,-1,唐
850,虞羽客,2,0.004656685836690028,-1,-1,唐
851,李宏皋,2,0.004656685836690028,-1,-1,唐
852,李宾,2,0.004656685836690028,-1,-1,唐
853,景审,2,0.004656685836690028,-1,-1,唐
854,李叔卿,2,0.004656685836690028,-1,-1,唐
855,伍彬,2,0.004656685836690028,-1,-1,唐
856,程紫霄,2,0.004656685836690028,-1,-1,唐
857,张光朝,2,0.004656685836690028,-1,-1,唐
858,颜仁郁,2,0.004656685836690028,-1,-1,唐
859,王延彬,2,0.004656685836690028,-1,-1,唐
860,韦鹏翼,2,0.004656685836690028,-1,-1,唐
861,戴衢,2,0.004656685836690028,-1,-1,唐
862,严巨川,2,0.004656685836690028,-1,-1,唐
863,张起,2,0.004656685836690028,-1,-1,唐
864,张随,2,0.004656685836690028,-1,-1,唐
865,朱子真,2,0.004656685836690028,-1,-1,唐
866,孙頠,2,0.004656685836690028,-1,-1,唐
867,吕敞,2,0.004656685836690028,-1,-1,唐
868,尚能,2,0.004656685836690028,-1,-1,唐
869,钱众仲,2,0.004656685836690028,-1,-1,唐
870,安凤,2,0.004656685836690028,-1,-1,唐
871,李播,2,0.004656685836690028,-1,-1,唐
872,员南溟,2,0.004656685836690028,-1,-1,唐
873,李章,2,0.004656685836690028,-1,-1,唐
874,徐灵府,2,0.004656685836690028,-1,-1,唐
875,李沛,2,0.004656685836690028,-1,-1,唐
876,宋雍,2,0.004656685836690028,-1,-1,唐
877,赵抟,2,0.004656685836690028,-1,-1,唐
878,张安石,2,0.004656685836690028,-1,-1,唐
879,李旦,2,0.004656685836690028,662,716,初唐
880,郑蕡,2,0.004656685836690028,-1,-1,唐
881,唐怡,2,0.004656685836690028,-1,-1,唐
882,阎德隐,2,0.004656685836690028,-1,-1,唐
883,侯冽,2,0.004656685836690028,-1,-1,唐
884,穆寂,2,0.004656685836690028,-1,-1,唐
885,唐暄,2,0.004656685836690028,-1,-1,唐
886,贺朝清,2,0.004656685836690028,-1,-1,唐
887,滕倪,2,0.004656685836690028,-1,-1,唐
888,郭良骥,2,0.004656685836690028,-1,-1,唐
889,陈寡言,2,0.004656685836690028,-1,-1,唐
890,李贤,2,0.004656685836690028,-1,-1,唐
891,朱冲和,2,0.004656685836690028,-1,-1,唐
892,丘光庭,2,0.004656685836690028,-1,-1,唐
893,柳泌,2,0.004656685836690028,-1,820,中唐
894,石殷士,2,0.004656685836690028,-1,-1,唐
895,柴宿,2,0.004656685836690028,-1,-1,唐
896,怀浦,2,0.004656685836690028,-1,-1,唐
897,河北士人,2,0.004656685836690028,-1,-1,唐
898,封敖,2,0.004656685836690028,-1,-1,唐
899,焦郁,2,0.004656685836690028,-1,-1,唐
900,李茂复,2,0.004656685836690028,-1,-1,唐
901,裴延,2,0.004656685836690028,-1,-1,唐
902,卢注,2,0.004656685836690028,-1,-1,唐
903,亚栖,2,0.004656685836690028,-1,-1,唐
904,杨虞卿,2,0.004656685836690028,-1,-1,唐
905,胡幽贞,2,0.004656685836690028,-1,-1,唐
906,任生,2,0.004656685836690028,-1,-1,唐
907,卢群玉,2,0.004656685836690028,-1,-1,唐
908,唐备,2,0.004656685836690028,-1,-1,唐
909,谢邈,2,0.004656685836690028,-1,-1,唐
910,刘虚白,2,0.004656685836690028,-1,-1,唐
911,赵蕃,2,0.004656685836690028,-1,-1,唐
912,王训,2,0.004656685836690028,-1,-1,唐
913,卢尚书,2,0.004656685836690028,-1,-1,唐
914,张昭,2,0.004656685836690028,-1,-1,唐
915,李景,2,0.004656685836690028,-1,-1,唐
916,王晙,2,0.004656685836690028,-1,-1,唐
917,姜皎,2,0.004656685836690028,673,722,初唐
918,刘氏云,2,0.004656685836690028,-1,-1,唐
919,裴虔馀,2,0.004656685836690028,-1,-1,唐
920,法宣,2,0.004656685836690028,-1,-1,唐
921,源光裕,2,0.004656685836690028,-1,-1,唐
922,蒋挺,2,0.004656685836690028,-1,-1,唐
923,慧偘,2,0.004656685836690028,-1,-1,唐
924,何鸾,2,0.004656685836690028,-1,-1,唐
925,崔玄童,2,0.004656685836690028,-1,-1,唐
926,高湘,2,0.004656685836690028,-1,-1,唐
927,高璩,2,0.004656685836690028,-1,-1,唐
928,徐商,2,0.004656685836690028,-1,-1,唐
929,刘晃,2,0.004656685836690028,-1,-1,唐
930,温庭皓,2,0.004656685836690028,-1,868,晚唐
931,张修之,2,0.004656685836690028,-1,-1,唐
932,裴交泰,2,0.004656685836690028,-1,-1,唐
933,沈颜,2,0.004656685836690028,-1,-1,唐
934,怀素,2,0.004656685836690028,-1,-1,唐
935,许昼,2,0.004656685836690028,-1,-1,唐
936,于兴宗,2,0.004656685836690028,-1,-1,唐
937,大易,2,0.004656685836690028,-1,-1,唐
938,裴谐,2,0.004656685836690028,-1,-1,唐
939,卢渥,2,0.004656685836690028,820,905,晚唐
940,严识玄,2,0.004656685836690028,-1,718,盛唐
941,释泚,2,0.004656685836690028,-1,-1,唐
942,柳氏,2,0.004656685836690028,-1,-1,唐
943,冯衮,2,0.004656685836690028,-1,-1,唐
944,李节度姬,2,0.004656685836690028,-1,-1,唐
945,张烜,2,0.004656685836690028,-1,-1,唐
946,欧阳瑾,2,0.004656685836690028,-1,-1,唐
947,杜羔,2,0.004656685836690028,-1,-1,唐
948,崔璞,2,0.004656685836690028,-1,-1,唐
949,归登,2,0.004656685836690028,754,820,中唐
950,窦威,2,0.004656685836690028,-1,-1,唐
951,陈京,2,0.004656685836690028,-1,-1,唐
952,张祎,2,0.004656685836690028,-1,-1,唐
953,童翰卿,2,0.004656685836690028,-1,-1,唐
954,李搏,2,0.004656685836690028,-1,-1,唐
955,常浩,2,0.004656685836690028,-1,-1,唐
956,欧阳澥,2,0.004656685836690028,-1,-1,唐
957,刘邺,2,0.004656685836690028,-1,881,晚唐
958,郑启,2,0.004656685836690028,-1,-1,唐
959,司马都,2,0.004656685836690028,-1,-1,唐
960,张道古,2,0.004656685836690028,-1,908,晚唐
961,祝钦明,2,0.004656685836690028,-1,-1,唐
962,胡雄,2,0.004656685836690028,-1,-1,唐
963,王季文,2,0.004656685836690028,-1,-1,唐
964,陆扆,2,0.004656685836690028,847,905,晚唐
965,薛昭纬,2,0.004656685836690028,-1,-1,唐
966,陆翱,2,0.004656685836690028,-1,-1,唐
967,裴廷裕,2,0.004656685836690028,-1,-1,唐
968,郑善玉,2,0.004656685836690028,-1,-1,唐
969,张齐贤,2,0.004656685836690028,-1,-1,唐
970,鲍家四弦,2,0.004656685836690028,-1,-1,唐
971,张曙,2,0.004656685836690028,772,846,中唐
972,姜晞,2,0.004656685836690028,-1,-1,唐
973,崔澹,2,0.004656685836690028,-1,-1,唐
974,越溪杨女,2,0.004656685836690028,-1,-1,唐
975,张元宗,2,0.004656685836690028,-1,-1,唐
976,熊皦,2,0.004656685836690028,-1,-1,唐
977,高力士,2,0.004656685836690028,684,762,盛唐
978,崔公远,2,0.004656685836690028,-1,-1,唐
979,布燮,2,0.004656685836690028,-1,-1,唐
980,蒯希逸,2,0.004656685836690028,-1,-1,唐
981,滕白,2,0.004656685836690028,-1,-1,唐
982,丁棱,2,0.004656685836690028,-1,-1,唐
983,天宝宫人,2,0.004656685836690028,-1,-1,唐
984,郑薰,2,0.004656685836690028,-1,-1,唐
985,许鼎,2,0.004656685836690028,-1,-1,唐
986,黄崇嘏,2,0.004656685836690028,-1,-1,唐
987,窦梁宾,2,0.004656685836690028,-1,-1,唐
988,崔铉,2,0.004656685836690028,-1,-1,唐
989,无则,2,0.004656685836690028,-1,-1,唐
990,金厚载,2,0.004656685836690028,-1,-1,唐
991,张希复,2,0.004656685836690028,-1,-1,唐
992,栖一,2,0.004656685836690028,-1,-1,唐
993,王霞卿,2,0.004656685836690028,-1,-1,唐
994,梁氏琼,2,0.004656685836690028,-1,-1,唐
995,高辇,2,0.004656685836690028,-1,933,晚唐
996,李瀚,2,0.004656685836690028,-1,-1,唐
997,权审,2,0.004656685836690028,-1,-1,唐
998,吴烛,2,0.004656685836690028,-1,-1,唐
999,刘洞,2,0.004656685836690028,-1,975,晚唐
1000,张氏,2,0.004656685836690028,-1,-1,唐
1001,孟昶,2,0.004656685836690028,919,965,晚唐
1002,李肱,2,0.004656685836690028,-1,-1,唐
1003,戈牢,2,0.004656685836690028,-1,-1,唐
1004,王甚夷,2,0.004656685836690028,-1,-1,唐
1005,刘畋,2,0.004656685836690028,-1,-1,唐
1006,应物,2,0.004656685836690028,-1,-1,唐
1007,王沈,2,0.004656685836690028,-1,-1,唐
1008,韩思复,2,0.004656685836690028,652,725,初唐
1009,柯崇,2,0.004656685836690028,-1,-1,唐
1010,夏侯孜,2,0.004656685836690028,-1,-1,唐
1011,赵微明,2,0.004656685836690028,-1,-1,唐
1012,裴諴,2,0.004656685836690028,-1,-1,唐
1013,卢溵,2,0.004656685836690028,-1,-1,唐
1014,张瑛,2,0.004656685836690028,-1,-1,唐
1015,李善夷,2,0.004656685836690028,-1,-1,唐
1016,赵光远,2,0.004656685836690028,-1,-1,唐
1017,杨知至,2,0.004656685836690028,-1,-1,唐
1018,元孚,2,0.004656685836690028,-1,-1,唐
1019,张固,2,0.004656685836690028,-1,-1,唐
1020,葛鸦儿,2,0.004656685836690028,-1,-1,唐
1021,严郾,2,0.004656685836690028,-1,-1,唐
1022,张友正,2,0.004656685836690028,-1,-1,唐
1023,李景让,2,0.004656685836690028,-1,-1,唐
1024,周墀,2,0.004656685836690028,-1,-1,唐
1025,僧鸾,2,0.004656685836690028,-1,-1,唐
1026,裴休,2,0.004656685836690028,-1,-1,唐
1027,颜荛,2,0.004656685836690028,-1,-1,唐
1028,怀楚,2,0.004656685836690028,-1,-1,唐
1029,谭铢,2,0.004656685836690028,-1,-1,唐
1030,梁献,2,0.004656685836690028,-1,-1,唐
1031,刘赞,2,0.004656685836690028,727,796,盛唐
1032,顾朝阳,2,0.004656685836690028,-1,-1,唐
1033,杨莱儿,2,0.004656685836690028,-1,-1,唐
1034,高正臣,2,0.004656685836690028,-1,-1,唐
